Address,City,original_price,lot_size_m2,living_space_m2,build_year,build_type,house_type,roof_type,rooms,toilet,floors,energy_label,position,garden,neighborhood_price_per_m2,price_cleaned,living_space_cleaned,lot_size_cleaned,bedrooms,total_rooms,house_type_cleaned,garden_type,price_per_sqm
Adrianalaan 131,Rotterdam,€ 550.000,213 m²,103 m²,1923.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,17.060,550000.0,103.0,213.0,2.0,3,Eengezinswoning,Back Garden,5339.805825242718
Heiweg 5,Herpen,€ 650.000,5.084 m²,132 m²,1937.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning (bedrijfs- of dienstwoning)",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen en een vliering,E,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,210,650000.0,132.0,5.084,3.0,4,Eengezinswoning,Other Garden,4924.242424242424
Kaai 3,Oude-Tonge,€ 675.000,136 m²,400 m²,1893.0,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,15 kamers (12 slaapkamers),5 badkamers en 2 aparte toiletten,3 woonlagen en een kelder,C,In woonwijk,,1.410,675000.0,400.0,136.0,12.0,15,Herenhuis,No Garden,1687.5
Berkendonk 81,Helmond,€ 345.000,187 m²,111 m²,1995.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,3.170,345000.0,111.0,187.0,3.0,4,Eengezinswoning,Back Garden,3108.108108108108
Eisensteinstrook 46,Zoetermeer,€ 375.000,123 m²,143 m²,1978.0,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,9.440,375000.0,143.0,123.0,6.0,8,Eengezinswoning,Back Garden,2622.377622377622
Thomas de Keyserstraat 387,Enschede,€ 425.000,243 m²,122 m²,1995.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,"Aan bosrand, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.060,425000.0,122.0,243.0,4.0,5,Eengezinswoning,Back Garden,3483.6065573770493
Scheldepolder 3,Houten,€ 589.000,112 m²,131 m²,2010.0,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,In woonwijk,,1.270,589000.0,131.0,112.0,5.0,6,Herenhuis,No Garden,4496.18320610687
Westenengerdijk 80,Otterlo,€ 1.450.000,32.450 m²,409 m²,1920.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (7 slaapkamers),2 badkamers en 1 apart toilet,"2 woonlagen, een zolder en een kelder",G,"Aan rustige weg, buiten bebouwde kom, open ligging en vrij uitzicht",Tuin rondom,655,1450000.0,409.0,32.45,7.0,9,Woonboerderij,Other Garden,3545.2322738386306
Albert Cuypstraat 10,Hengelo (OV),€ 285.000,219 m²,127 m²,1941.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,,Achtertuin en voortuin,2.975,285000.0,127.0,219.0,3.0,6,Eengezinswoning,Back Garden,2244.0944881889764
Johannes Vermeerlaan 8,Nieuwe Pekela,€ 250.000,431 m²,120 m²,1974.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,F,In woonwijk,"Achtertuin, plaats, voortuin en zijtuin",3.855,250000.0,120.0,431.0,5.0,6,Eengezinswoning,Back Garden,2083.3333333333335
Plein 2,Zoelmond,€ 600.000,620 m²,155 m²,1915.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",Niet verplicht,In centrum en vrij uitzicht,"Achtertuin, voortuin en zijtuin",570,600000.0,155.0,620.0,3.0,4,Woonboerderij,Back Garden,3870.967741935484
Carel Willinklaan 78,Almere,€ 625.000,230 m²,191 m²,2003.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,9.955,625000.0,191.0,230.0,5.0,6,Eengezinswoning,Back Garden,3272.251308900524
Liesbosweg 160,Etten-Leur,€ 345.000,226 m²,113 m²,1984.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk,Achtertuin en voortuin,5.140,345000.0,113.0,226.0,3.0,4,Eengezinswoning,Back Garden,3053.097345132743
Prinsengracht 18,Hasselt,€ 500.000,188 m²,174 m²,1590.0,Bestaande bouw,"Grachtenpand, tussenwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder met vliering,D,Aan water en in centrum,Achtertuin en voortuin,1.065,500000.0,174.0,188.0,4.0,5,Grachtenpand,Back Garden,2873.5632183908046
Waarden 38,Leusden,€ 475.000,197 m²,150 m²,,Bestaande bouw,"Eengezinswoning, geschakelde woning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan park, aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.130,475000.0,150.0,197.0,4.0,5,Eengezinswoning,Back Garden,3166.6666666666665
De Buizerd 109,Almelo,€ 299.000,239 m²,127 m²,1980.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan bosrand, aan rustige weg, open ligging en vrij uitzicht",Achtertuin en voortuin,1.475,299000.0,127.0,239.0,4.0,6,Eengezinswoning,Back Garden,2354.3307086614172
De Wetering 13,Dalem,€ 560.000,325 m²,126 m²,1987.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,Vrij uitzicht,"Achtertuin, voortuin en zijtuin",880,560000.0,126.0,325.0,4.0,5,Eengezinswoning,Back Garden,4444.444444444444
Provincialeweg 204,Oosteind,€ 995.000,1.800 m²,216 m²,2003.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,"2 woonlagen, een zolder en een kelder",A,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen en open ligging",Tuin rondom,975,995000.0,216.0,1.8,3.0,5,Eengezinswoning,Other Garden,4606.481481481482
Aalstraat 8,Volendam,€ 269.000,86 m²,77 m²,1935.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,In centrum,Achtertuin,3.430,269000.0,77.0,86.0,2.0,3,Eengezinswoning,Back Garden,3493.5064935064934
Soetendaal 57,Amsterdam,€ 1.100.000,182 m²,185 m²,1960.0,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (6 slaapkamers),4 badkamers en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,13.625,1100000.0,185.0,182.0,6.0,7,Herenhuis,Back Garden,5945.945945945946
Onoribo 15,Diemen,€ 725.000,146 m²,122 m²,2013.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A++,Aan rustige weg en in woonwijk,Achtertuin en voortuin,965,725000.0,122.0,146.0,5.0,6,Eengezinswoning,Back Garden,5942.622950819672
Heemskerkstraat 103,Twello,€ 450.000,247 m²,160 m²,1985.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,4.035,450000.0,160.0,247.0,3.0,5,Eengezinswoning,Back Garden,2812.5
Torenstraat 84,Wildervank,€ 249.500,419 m²,131 m²,1939.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan vaarwater,Voortuin en zijtuin,1.270,249500.0,131.0,419.0,4.0,6,Eengezinswoning,Front Garden,1904.5801526717557
Burgemeester van Erpstraat 14 a,Berghem,€ 569.000,485 m²,142 m²,1995.0,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,,Achtertuin en voortuin,4.285,569000.0,142.0,485.0,3.0,4,Bungalow,Back Garden,4007.042253521127
Linge 66,Tilburg,€ 875.000,955 m²,250 m²,1981.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met kunststof en leisteen,8 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,B,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Tuin rondom,5.935,875000.0,250.0,955.0,5.0,8,Villa,Other Garden,3500.0
Roerdompplein 10,Enkhuizen,€ 345.000,163 m²,149 m²,1972.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,€ 2.300,345000.0,149.0,163.0,5.0,6,Eengezinswoning,Back Garden,2315.4362416107383
Besoyensestraat 78,Waalwijk,€ 350.000,225 m²,110 m²,1976.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin,3.890,350000.0,110.0,225.0,4.0,5,Eengezinswoning,Back Garden,3181.818181818182
Molenstraat 44,Gorinchem,€ 400.000,70 m²,118 m²,1850.0,Bestaande bouw,"Herenhuis, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,In centrum,Achtertuin,3.725,400000.0,118.0,70.0,4.0,5,Herenhuis,Back Garden,3389.830508474576
Strijensestraat 49,Schiedam,€ 300.000,88 m²,115 m²,1887.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,G,Aan rustige weg en in woonwijk,Achtertuin,1.675,300000.0,115.0,88.0,2.0,3,Eengezinswoning,Back Garden,2608.695652173913
Enkhuizensestraat 19 a,Den Haag,€ 925.000,145 m²,147 m²,2008.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,8.350,925000.0,147.0,145.0,5.0,6,Eengezinswoning,Back Garden,6292.517006802721
Weteringkade 252,Amersfoort,€ 650.000,215 m²,153 m²,2010.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,4 woonlagen,A,"Aan rustige weg, aan water en in woonwijk","Voortuin, zijtuin en zonneterras",€ 3.537,650000.0,153.0,215.0,4.0,5,Eengezinswoning,Front Garden,4248.366013071895
De van der Schuerenmarke 2,Zwolle,€ 450.000,202 m²,124 m²,1995.0,Bestaande bouw,"Bungalow, geschakelde woning (semi-bungalow)",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,In woonwijk,Patio/atrium en voortuin,3.300,450000.0,124.0,202.0,3.0,4,Bungalow,Other Garden,3629.032258064516
Rietpolderlaan 17,Muiden,€ 820.000,136 m²,139 m²,2018.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.455,820000.0,139.0,136.0,4.0,5,Eengezinswoning,Back Garden,5899.280575539568
Noordenveld 16,Lelystad,€ 649.000,574 m²,146 m²,1998.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,A+,"Aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,1.735,649000.0,146.0,574.0,3.0,5,Eengezinswoning,Other Garden,4445.2054794520545
Wijtgraaf 36,Hierden,€ 1.065.000,2.520 m²,324 m²,1976.0,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,8 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,"Aan bosrand, aan rustige weg, beschutte ligging, buiten bebouwde kom, in bosrijke omgeving en landelijk gelegen",Tuin rondom en zonneterras,370,1065000.0,324.0,2.52,6.0,8,Villa,Other Garden,3287.037037037037
Reiskameraad 46,Eindhoven,€ 420.000,205 m²,123 m²,1993.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met metaal,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,7.235,420000.0,123.0,205.0,4.0,6,Eengezinswoning,Back Garden,3414.6341463414633
Veldweg 8,Zwolle,€ 595.000,342 m²,145 m²,2005.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin",390,595000.0,145.0,342.0,4.0,7,Eengezinswoning,Back Garden,4103.448275862069
Openderweg 28,Opende,€ 675.000,4.125 m²,146 m²,1910.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,1.040,675000.0,146.0,4.125,3.0,4,Eengezinswoning,Other Garden,4623.287671232877
Zuiderzeestraat 12,Purmerend,€ 375.000,170 m²,106 m²,1970.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,5.270,375000.0,106.0,170.0,4.0,5,Eengezinswoning,Back Garden,3537.735849056604
Haitsma Mulierlaan 3,Lochem,€ 1.215.000,900 m²,320 m²,1908.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,A,Aan rustige weg en vrij uitzicht,Tuin rondom,2.630,1215000.0,320.0,900.0,5.0,6,Villa,Other Garden,3796.875
Pastoor Thijssenlaan 23,Sterksel,€ 895.000,1.494 m²,236 m²,1998.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Tuin rondom,950,895000.0,236.0,1.494,5.0,6,Eengezinswoning,Other Garden,3792.3728813559323
Kremer 18,Reusel,€ 335.000,123 m²,78 m²,2008.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,7.130,335000.0,78.0,123.0,2.0,3,Eengezinswoning,Back Garden,4294.871794871795
Kruisweg 8,Middelburg,€ 399.000,331 m²,136 m²,1961.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,In woonwijk,"Achtertuin, voortuin en zijtuin",1.215,399000.0,136.0,331.0,5.0,7,Eengezinswoning,Back Garden,2933.823529411765
Punt 15,Middelburg,€ 589.000,117 m²,129 m²,,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,F,"Aan water, in centrum en vrij uitzicht",Achtertuin,425,589000.0,129.0,117.0,5.0,6,Herenhuis,Back Garden,4565.891472868217
van Delftstraat 54,Wildervank,€ 215.000,166 m²,96 m²,1988.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Open ligging,Tuin rondom,2.885,215000.0,96.0,166.0,3.0,4,Eengezinswoning,Other Garden,2239.5833333333335
Landmeerse Loop 3,Tilburg,€ 449.500,188 m²,170 m²,1980.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,5.935,449500.0,170.0,188.0,5.0,6,Eengezinswoning,Back Garden,2644.1176470588234
Jan Ligthartstraat 216,Heemskerk,€ 449.000,218 m²,115 m²,1965.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"In centrum, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.510,449000.0,115.0,218.0,4.0,5,Eengezinswoning,Back Garden,3904.3478260869565
Rozenhaag 23,Leusden,€ 1.195.000,901 m²,224 m²,1973.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,11 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,E,"Aan rustige weg, aan water, beschutte ligging, in centrum, in woonwijk en vrij uitzicht",Tuin rondom,835,1195000.0,224.0,901.0,5.0,11,Eengezinswoning,Other Garden,5334.821428571428
Heer Oudelandslaan 45,Zwijndrecht,€ 298.000,218 m²,84 m²,1933.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,G,,Achtertuin en voortuin,405,298000.0,84.0,218.0,2.0,3,Eengezinswoning,Back Garden,3547.6190476190477
Bonhoefferhage 6,Emmeloord,€ 624.000,360 m²,226 m²,2008.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.300,624000.0,226.0,360.0,6.0,7,Eengezinswoning,Back Garden,2761.0619469026547
Nieuwehaven 19 C,Edam,€ 825.000,128 m²,161 m²,2006.0,Bestaande bouw,"Grachtenpand, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,4 woonlagen,A,Aan vaarwater en in centrum,Achtertuin,2.725,825000.0,161.0,128.0,4.0,6,Grachtenpand,Back Garden,5124.223602484472
Kamerlingh Onneslaan 40,Zwolle,€ 525.000,247 m²,128 m²,1969.0,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zonneterras",3.755,525000.0,128.0,247.0,4.0,5,Herenhuis,Back Garden,4101.5625
Kiezellei 1,Langenboom,€ 895.000,1.064 m²,289 m²,1997.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,,Tuin rondom,1.435,895000.0,289.0,1.064,6.0,7,Villa,Other Garden,3096.885813148789
Sportlaan 7,Oostvoorne,€ 545.000,400 m²,94 m²,1958.0,Bestaande bouw,"Bungalow, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A+,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving en vrij uitzicht",Tuin rondom,4.810,545000.0,94.0,400.0,3.0,5,Bungalow,Other Garden,5797.872340425532
Viveslaan 33,Breda,€ 375.000,167 m²,109 m²,1960.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan drukke weg en in woonwijk,Achtertuin en voortuin,3.850,375000.0,109.0,167.0,3.0,4,Eengezinswoning,Back Garden,3440.3669724770643
Trinesweg 2,Meijel,€ 615.000,3.500 m²,264 m²,1910.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,G,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin",145,615000.0,264.0,3.5,5.0,9,Eengezinswoning,Back Garden,2329.5454545454545
't Kieftenland 52,Limmen,€ 495.000,287 m²,121 m²,1970.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.100,495000.0,121.0,287.0,4.0,5,Eengezinswoning,Back Garden,4090.909090909091
Leeghwaterstraat 126,Schoonhoven,€ 329.000,132 m²,101 m²,1986.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk en open ligging,Achtertuin en voortuin,4.040,329000.0,101.0,132.0,4.0,5,Eengezinswoning,Back Garden,3257.4257425742576
Borssenburg 34,Amstelveen,€ 650.000,134 m²,130 m²,1958.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,Achtertuin,1.795,650000.0,130.0,134.0,5.0,6,Eengezinswoning,Back Garden,5000.0
Koloniedijk 8,Vinkenbuurt,€ 1.090.000,9.790 m²,252 m²,1935.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Beschutte ligging, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,285,1090000.0,252.0,9.79,4.0,6,Woonboerderij,Other Garden,4325.396825396825
